ra,dec,z,zErr,spectroFlux_u,spectroFlux_g,spectroFlux_r,spectroFlux_i,spectroFlux_z,class
2.2689073,3.2039034,0.413577,8.05E-05,0.2006472,1.65536,9.258086,18.43839,29.43853,GALAXY
2.248284,3.4884829,0.473405,0.000127356,1.014786,0.7867539,4.289233,9.616882,15.37271,GALAXY
2.2935362,3.5218349,0.5202562,0.000186896,0.3203331,0.4417875,2.428393,6.811197,12.08672,GALAXY
2.15826,3.6516995,0.5163377,0.000152619,-0.1888448,0.7067287,3.280534,8.376237,13.87287,GALAXY
2.1918448,3.6677558,0.5645415,0.000171029,1.055402,0.5592642,2.189427,6.057125,10.60308,GALAXY
2.2747866,3.4171509,0.000182716,0.000186594,4.024545,4.014634,4.07306,3.837481,3.975078,STAR
2.219861,3.6941043,0.5602696,0.000116196,-1.71679,0.7919835,4.510413,12.79238,22.24401,GALAXY
2.1765041,3.2454039,0.3366073,6.52E-05,0.6594649,2.611228,12.991,23.3323,35.4679,GALAXY
2.202207,3.7081025,0.3946719,5.83E-05,1.169483,2.823339,13.91664,24.94513,38.14553,GALAXY
2.2208722,3.4943756,0.08693048,1.49E-05,11.33402,35.30582,82.08756,120.3378,167.6906,GALAXY
2.290244,3.5434193,-0.000303072,0.00024837,2.498386,1.947764,1.391842,1.191904,2.108183,STAR
2.2847443,3.6939729,0.5058743,0.000136165,0.688262,0.9109384,3.963905,9.28947,15.78352,GALAXY
2.1853581,3.424994,0.2073949,3.71E-05,3.188037,8.348516,29.8654,49.7598,74.20405,GALAXY
2.3081921,3.6979569,0.5255224,0.000263234,0.6480237,0.6707307,3.06161,7.830091,13.4752,GALAXY
2.308006,3.56785,0.3495388,9.21E-05,-0.4128791,1.590376,7.929644,14.77398,23.4273,GALAXY
2.1292578,2.4491552,0.5471538,0.000127691,0.8751538,0.6169812,3.051384,8.439987,15.21739,GALAXY
2.0889791,2.3491894,-0.000453087,6.30E-05,1.928568,2.665217,4.767646,6.499871,9.567468,STAR
2.1683233,2.2978768,0.3320895,4.38E-05,-0.1934946,5.001413,21.16539,33.6777,45.56272,GALAXY
2.1113169,2.5507016,0.3671858,9.07E-05,0.9366899,1.572364,7.900568,14.6562,23.1963,GALAXY
2.0956914,2.6673074,0.5030032,0.000179554,0.7000245,0.4585515,2.219865,5.324636,9.09826,GALAXY
2.1797338,2.5323834,1.63915,0.001105369,2.417274,2.976387,2.708465,3.549291,4.458119,QSO
2.1896475,2.481007,0.5944142,0.000155615,0.4546798,0.4920161,2.149323,6.122712,10.79163,GALAXY
2.1845847,2.598749,0.3855675,8.60E-05,0.173433,2.278241,11.34527,20.80925,31.75512,GALAXY
2.1049511,2.904696,0.5005721,0.000192983,-0.2695813,0.5946006,3.084243,7.718175,13.05268,GALAXY
2.1426038,2.9007727,0.5098247,0.000122775,0.7174922,0.7424286,4.001989,10.14873,16.499,GALAXY
2.1773996,2.9147405,0.5959605,0.000193223,-1.033412,0.6021223,2.86197,6.754526,11.02244,GALAXY
2.1052486,3.0743959,0.6589474,0.000155187,0.06668875,0.4725776,2.699916,8.861843,14.23839,GALAXY
2.0861768,3.016607,2.583234,0.000427832,3.901169,5.927297,6.36145,6.416133,7.541764,QSO
2.1324081,3.4149971,0.4729101,0.000244905,0.985265,0.4570792,2.193701,4.57838,7.376802,GALAXY
2.1018828,3.1822662,0.7425693,0.000236044,1.410539,0.4541077,1.696751,4.885396,8.504544,GALAXY
2.1230608,3.4457978,0.5182455,0.000198883,0.7991066,0.9326614,3.385527,6.968843,10.07817,GALAXY
2.0947674,3.2275277,0.00044614,1.27E-05,37.64408,58.84203,79.24306,90.63521,97.66552,STAR
2.089754,3.4880264,0.6635565,0.000236038,1.019522,0.5080724,1.915291,5.695283,9.375975,GALAXY
2.123489,3.263599,-0.000101362,2.07E-05,3.43167,9.209855,16.97638,20.84472,22.98235,STAR
2.1274678,3.5233671,0.6558067,0.000134477,0.7769663,1.196298,3.248147,7.570386,11.66411,GALAXY
2.0841529,3.3161749,0.1997222,3.37E-05,1.845754,7.711596,27.83012,47.15656,69.08484,GALAXY
2.0641336,3.4005953,0.6843173,0.000323881,-0.2165825,0.3699408,1.408046,4.182105,7.17815,GALAXY
2.1169433,3.6444856,0.5619277,0.000196481,0.8860544,0.7767341,3.626729,9.079165,14.91398,GALAXY
2.0747005,3.5097202,0.05880625,1.33E-05,14.0528,42.47507,96.852,142.5609,197.3524,GALAXY
2.1244454,3.6867595,0.558275,0.000159263,0.03432596,0.6025088,2.960164,8.051033,13.24474,GALAXY
2.1310457,3.7063231,0.5164368,0.000148208,1.164025,0.7864078,3.754694,9.271331,15.10263,GALAXY
2.1150191,3.5563286,0.3385834,6.02E-05,1.762075,3.106938,16.37971,29.3053,42.95805,GALAXY
2.1496025,3.7175606,0.5104611,0.000159391,0.7563651,0.5010816,2.778791,7.033821,11.87239,GALAXY
2.0882541,3.6759272,0.307049,7.00E-05,0.2362786,2.579287,11.82498,20.73785,30.13832,GALAXY
2.0859675,2.4829618,0.5426949,0.000163627,-0.5845619,0.646435,3.163544,8.256725,13.26604,GALAXY
2.1146702,2.4874905,0.3648849,0.0001119,1.111563,2.643368,6.766223,10.38998,14.6255,GALAXY
2.1006125,2.6030055,0.3358628,6.22E-05,0.276401,2.602565,12.22631,20.9707,30.10063,GALAXY
2.0707875,2.8533104,0.6250675,0.000217617,-0.1689827,0.5043585,2.083058,5.471186,9.174751,GALAXY
2.0658869,2.8919555,0.5056538,0.00011718,0.4455182,0.7754118,3.957572,9.526472,15.80112,GALAXY
2.0741216,2.9296675,-0.000697512,6.83E-05,3.555137,5.317322,5.54644,5.610937,6.063073,STAR
2.0650018,2.9463329,0.5976595,0.000164114,-0.06430347,0.5017192,2.057143,5.593305,9.411527,GALAXY
2.0846742,4.2009081,0.5571671,0.00016194,-0.06176153,0.7544852,2.782884,6.766299,11.44479,GALAXY
2.0640739,3.9154791,0.1940836,3.71E-05,1.345868,8.216797,27.05713,43.28882,61.96119,GALAXY
2.0595882,5.0365226,0.3262469,6.06E-05,1.221965,2.799807,13.4873,23.5922,33.42433,GALAXY
2.2504318,4.2937263,0.5232173,9.95E-05,0.08086731,0.5539964,3.294279,8.63242,13.78938,GALAXY
2.240112,4.1172679,0.5573448,0.000152368,0.4073355,0.4537414,2.777595,7.804298,12.72648,GALAXY
2.244104,4.205612,0.5185849,0.000141699,1.450829,0.9098456,4.658328,10.55674,16.81336,GALAXY
2.1162585,4.1249529,3.708837,0.001426336,1.533708,2.839366,7.792282,14.25561,23.15129,QSO
2.0889526,4.3890027,0.5186261,7.34E-05,1.508395,1.246739,3.119727,5.749881,8.29997,GALAXY
2.1968988,4.3428825,0.4865977,0.0001397,1.34111,0.659988,3.414128,8.027938,12.724,GALAXY
2.0816028,3.8773677,0.5599511,0.000151567,0.5310205,0.7994794,3.080678,7.385233,11.70345,GALAXY
2.0694778,4.0018238,0.5740712,3.74E-05,1.751972,1.421058,3.458825,7.719026,8.45889,GALAXY
2.2271198,4.3326198,0.08713982,1.38E-05,11.34081,38.79827,95.27551,140.4797,192.6309,GALAXY
2.1854783,3.9589492,0.5172542,9.59E-05,1.427577,1.087712,3.540239,7.849252,13.04839,GALAXY
2.2042357,3.9372097,-0.000533144,8.76E-06,103.8785,180.1599,246.4671,278.7812,290.5433,STAR
2.1795345,4.2989553,0.5255293,0.000158489,1.980064,0.9476979,3.925582,9.664469,15.40243,GALAXY
2.2194441,4.1921863,-0.000240373,2.36E-05,12.39317,21.60352,27.64183,29.9622,30.4928,STAR
2.2422485,4.1352322,0.5585965,0.000343722,0.7984683,0.3615246,1.69935,4.261299,7.315643,GALAXY
2.219528,3.832387,0.3870288,7.17E-05,0.03077387,1.946752,11.19272,20.8391,31.2443,GALAXY
2.1337354,3.804585,0.5600138,0.000163963,-1.860058,0.5037701,3.095712,8.793015,14.44757,GALAXY
2.1113575,3.7616938,0.306825,5.20E-05,0.3029069,3.527877,17.01394,29.7758,42.92756,GALAXY
4.3789986,3.3633327,0.6382619,0.000206364,1.384578,0.6769838,2.122568,5.526131,7.97017,GALAXY
4.4135023,3.3929474,0.5608582,0.000346485,-0.3300859,0.2694773,1.616275,4.317522,6.0508,GALAXY
4.4526471,3.4065915,-0.000199402,0.000115202,1.933214,3.613091,4.69909,5.171057,4.853909,STAR
4.4019859,3.4295544,0.5809798,0.000201683,1.779975,0.4669585,2.6531,7.675051,12.32643,GALAXY
4.3967894,3.5165453,2.462365,0.00050516,1.723372,3.295636,3.452818,3.226853,3.075952,QSO
4.3738205,3.584663,0.5107542,0.000183825,0.2159451,0.5611002,2.99472,7.246264,10.46649,GALAXY
4.3203626,2.3502302,-1.71E-05,9.70E-05,2.251447,3.626992,4.192867,4.439875,5.416092,STAR
4.4000642,2.3791666,0.7423601,0.000108241,0.6100881,1.70619,3.624894,8.629928,12.51944,GALAXY
4.2690785,2.6720939,0.6733516,0.00023776,-0.1625765,0.2463114,1.798384,6.133495,10.47264,GALAXY
4.2669516,2.7039169,0.2003618,4.46E-05,0.3183961,4.954859,17.87775,33.13802,55.43119,GALAXY
4.2858948,3.0708829,0.6999559,0.000127861,-0.5441815,0.5397099,2.936662,9.593149,16.01788,GALAXY
4.3353484,3.0867563,0.529143,0.000179988,-0.5479275,0.77258,3.545751,9.814579,16.08321,GALAXY
4.2980058,3.0580498,-0.000571514,5.09E-05,2.427756,7.143422,11.98224,15.03475,16.17301,STAR
4.397022,3.1963204,0.6731048,0.00022729,0.155198,0.6649426,2.616849,7.545653,11.79704,GALAXY
4.4216443,3.1635023,0.5300161,0.000141412,-0.6056908,0.6435682,2.568769,6.789375,10.81153,GALAXY
4.3813743,3.2209247,0.5261292,0.000150427,-0.2613217,0.6371241,3.308848,8.696185,13.33757,GALAXY
4.2535756,3.1697174,0.5273569,0.0002158,-0.1071311,0.6405469,2.890152,6.835398,10.15157,GALAXY
4.2329866,3.1818217,0.4910197,0.000136631,0.5019039,0.8087429,4.143915,10.75251,17.61436,GALAXY
4.28745,3.2875153,0.5412425,0.000100891,1.140179,0.7270047,3.002794,6.5711,9.35022,GALAXY
4.2688743,3.3081079,0.5802611,0.000148571,-0.8205847,0.4126433,2.716268,8.207409,12.38502,GALAXY
4.219541,3.3369316,0.5348826,0.0001815,0.001679778,0.7694249,3.50024,8.349446,12.85262,GALAXY
4.3099043,3.3456379,0.5379654,0.00011006,0.8455101,1.280111,6.288226,16.18496,26.12665,GALAXY
4.2616076,3.3663993,-0.001223345,2.51E-05,20.96554,35.63177,47.21812,54.63264,58.53386,STAR
4.3312377,3.3915732,0.5622317,0.000273859,-0.3844292,0.5886186,2.338277,5.834589,10.1507,GALAXY
4.3573172,3.4439932,-0.000532695,6.65E-05,3.808672,5.877685,6.295126,6.064948,5.444227,STAR
4.2520012,3.4458041,0.5655439,0.000315385,-0.9935817,0.3847378,1.79305,4.052728,5.945045,GALAXY
4.2778601,3.5185317,0.4952238,0.000140029,-0.06603488,0.998917,4.81969,10.801,16.99895,GALAXY
4.3715032,3.5064663,0.4985239,0.000132295,1.180711,1.181164,3.909945,8.23302,12.44159,GALAXY
4.3115509,3.5516447,-0.000565398,2.76E-05,8.410913,13.75821,12.24793,10.74364,8.847553,STAR
4.3630216,3.6007441,0.4967803,0.000147027,0.3800531,0.8011407,3.682688,8.116994,11.54555,GALAXY
4.2886822,3.6569801,0.5574014,0.000247942,0.0961239,0.3905681,1.788005,4.073485,6.042552,GALAXY
4.2985397,3.6190087,0.3301063,9.34E-05,0.2935814,1.980502,9.180532,15.69322,21.8359,GALAXY
4.2613324,2.4133253,0.6705255,0.000300187,0.7100885,0.6568729,1.66217,4.351008,7.482491,GALAXY
4.2666025,2.3513445,0.3427389,7.11E-05,0.747973,3.792826,16.99008,28.18136,39.5133,GALAXY
4.2120248,2.6453704,0.5603546,0.000167897,-0.492809,1.015119,4.259893,10.27403,15.6336,GALAXY
4.2180292,2.4014721,2.464377,0.000460585,6.33132,8.813807,10.30252,10.63342,13.89339,QSO
4.2351431,2.4542313,0.2334232,2.99E-05,4.886676,12.18636,37.98031,57.33907,74.70959,GALAXY
4.2133471,3.0327291,0.5382666,0.000154545,-0.4196212,0.5678807,2.83964,7.98091,13.09936,GALAXY
4.2555451,5.0010412,0.484165,0.000140394,-0.1923409,0.7070959,3.479145,7.530484,11.79063,GALAXY
4.2308851,4.7553547,0.04351178,2.14E-05,4.934652,13.76387,30.47135,47.39626,68.03309,GALAXY
4.2445757,4.4467824,0.6014531,0.000134532,2.32756,1.166844,3.782025,9.04241,13.60022,GALAXY
4.2612634,4.283179,-0.000758264,8.84E-05,1.981244,4.007081,4.973409,5.491556,5.830763,STAR
4.2583392,4.1811007,-0.000849065,9.75E-05,0.9539812,2.179986,3.057132,3.431961,3.687917,STAR
4.2838964,4.1550208,0.3293614,4.85E-05,2.075315,3.208681,15.51789,26.74482,38.03143,GALAXY
4.2797436,4.02926,0.000259009,0.000216708,4.443002,3.736015,3.207928,3.891783,5.28137,STAR
4.2503895,4.2679798,0.6009646,0.000180992,0.179471,0.4774885,2.026571,5.956828,9.610703,GALAXY
4.253718,4.0205088,0.3872534,5.58E-05,2.339792,4.631193,17.52174,27.59727,37.24934,GALAXY
4.276019,4.2504698,0.5567727,0.000191729,1.755698,0.5199336,2.245488,5.889956,9.328611,GALAXY
4.233336,3.9746555,0.4997878,0.000167855,4.78752,6.686988,10.87801,17.20842,23.825,GALAXY
4.2181088,3.850658,0.7735823,9.32E-05,15.62019,18.63291,20.69553,19.3798,21.28305,QSO
4.32278,5.1590197,0.4868929,0.000121175,-0.1218805,0.8659666,4.743763,11.24395,17.72246,GALAXY
4.3512723,5.1460771,0.5906968,0.000154106,0.2542493,0.5944862,3.158122,8.987088,13.98899,GALAXY
4.2780608,5.1707609,0.3581069,7.36E-05,0.8103747,1.91844,10.54938,18.71148,27.08751,GALAXY
4.3824492,5.1370179,0.6362343,0.000181985,-0.5029111,0.4296529,2.210215,7.166321,11.77795,GALAXY
4.4481066,4.5081661,0.2397708,3.89E-05,3.085431,6.332426,21.36732,32.69915,43.40503,GALAXY
4.2406636,4.8741171,0.3753329,8.01E-05,1.847929,2.279018,11.67758,21.00716,30.98729,GALAXY
4.3351259,4.63337,0.265207,4.15E-05,2.893799,6.092112,24.41925,40.53225,57.47828,GALAXY
4.4445328,4.6082136,0.2096956,3.36E-05,3.19085,8.628407,27.74759,42.63718,57.8234,GALAXY
4.3650909,4.9329646,0.5396349,0.000164804,-1.054425,0.7673755,3.535891,8.616458,13.06672,GALAXY
4.393683,4.3050393,0.1028618,1.60E-05,7.439523,30.86046,81.70354,124.8249,178.3878,GALAXY
4.2792317,4.7861074,0.7719595,6.40E-05,0.6300198,1.252993,1.958215,3.720257,5.138506,GALAXY
4.274727,4.3824481,0.3043354,6.46E-05,0.4301807,2.903199,11.79275,19.44911,27.852,GALAXY
4.4236654,4.6104637,0.214054,3.18E-05,9.852128,12.47709,35.86561,56.57384,77.09055,GALAXY
4.3709586,4.7761459,0.856437,0.000222151,5.988499,7.88846,8.141725,7.564237,8.62829,QSO
4.290818,4.2237795,0.4522071,0.000138892,-1.483321,0.5054967,2.801924,6.130738,9.341748,GALAXY
4.3528068,4.2735365,0.4533856,9.15E-05,-0.882849,1.38826,7.025478,14.72812,22.66306,GALAXY
4.4709292,4.1307587,0.4523457,0.000132428,1.650824,0.9998409,4.152189,7.832478,12.14004,GALAXY
4.3884416,4.1810194,0.2139426,3.10E-05,2.226994,8.349133,31.63857,51.8479,72.96725,GALAXY
4.4502906,4.2969619,0.6821618,0.00014427,-0.2930609,0.3163149,1.756991,5.963709,10.15227,GALAXY
4.3272299,4.1981822,0.601204,0.000190706,1.400005,0.604595,2.703695,7.484354,12.90644,GALAXY
4.4286622,4.1300347,0.2328777,6.35E-05,0.8789245,3.227956,11.28543,19.4369,28.95614,GALAXY
4.2949835,3.9901919,0.1748735,2.90E-05,2.103482,11.38081,35.21481,54.7991,76.92523,GALAXY
4.3707306,4.1763757,0.325717,5.37E-05,0.8842634,3.066869,14.4666,25.04317,36.38715,GALAXY
4.4500403,4.0246819,0.5356311,0.000178311,-0.3999729,0.5390379,2.74542,7.272296,12.56293,GALAXY
4.4372731,4.0871697,0.377248,9.76E-05,0.5005885,1.528353,7.527347,12.9546,19.01086,GALAXY
4.3235798,4.0052041,0.5351382,0.000164884,0.6693764,0.6699623,2.86268,6.798221,11.29466,GALAXY
4.3500869,3.7345035,0.4958672,0.00013454,0.1480438,0.8911794,4.002031,8.602907,13.25152,GALAXY
4.3751772,3.6614006,0.5637818,0.000175432,-1.164454,0.5893061,2.402231,6.085365,9.505834,GALAXY
4.3661432,3.6786011,0.3777355,8.31E-05,1.552283,1.760623,8.077886,13.84229,20.19701,GALAXY
4.4233371,4.7577577,0.5386364,0.000143829,0.01395948,1.129002,3.504054,7.190468,10.35905,QSO
4.4718074,4.3354546,0.4766974,0.000160255,-1.537447,0.737635,2.918745,5.775285,8.952429,GALAXY
3.8760479,3.5614009,1.32524,0.001763513,3.059442,2.613543,2.790034,3.105124,1.976406,QSO
3.8924878,3.4664037,0.5787748,0.000198432,1.218005,0.5274829,2.706956,7.598516,11.96682,GALAXY
3.8933207,3.6259965,0.558647,0.000302203,-0.1148614,0.8564484,3.560082,7.019622,10.60224,GALAXY
3.8988085,2.5388087,-0.000836934,2.06E-05,14.95961,31.9577,44.09267,48.72673,48.91528,STAR
3.9117379,2.5921974,0.08670939,2.07E-05,10.03607,26.29147,60.62059,89.67213,122.4651,GALAXY
3.8511452,2.6912861,0.3359728,8.24E-05,2.204949,2.722533,11.93673,20.28392,29.25856,GALAXY
3.7233458,2.744483,2.367674,0.00078008,-0.1116047,1.179203,1.274591,1.661241,2.967951,QSO
3.7243488,2.6372875,-0.000161711,3.94E-05,9.237479,18.37583,25.47871,28.01688,28.27493,STAR
3.6913412,2.8930874,0.4491245,6.06E-05,-0.1120724,1.236377,5.463008,11.91093,18.59663,GALAXY
3.747676,2.9014098,0.401722,0.000125058,-0.7230822,1.157079,6.081364,11.42211,16.93065,GALAXY
3.8505329,2.8333347,0.549335,0.000120363,1.141118,1.664069,6.457446,12.93889,18.06386,GALAXY
3.8178651,3.1164838,0.4925646,0.000121201,0.0171676,0.9440414,4.954474,11.96928,18.72309,GALAXY
3.8935639,2.9880869,0.4442844,0.000173333,-1.190096,0.8485956,4.425097,9.741622,15.93283,GALAXY
3.9165751,2.9031537,0.3767379,9.80E-05,1.834301,1.540099,8.029716,14.7022,22.08941,GALAXY
3.8879,3.079168,0.5571271,0.000221372,-0.2510624,0.5457067,2.444305,6.809398,10.38444,GALAXY
3.7940674,3.1854137,0.5185695,0.000136516,-0.09104262,0.6911955,3.461509,8.846686,13.29363,GALAXY
3.8602453,3.3761622,0.2899038,4.69E-05,1.585975,3.496962,15.15293,29.26663,45.86118,GALAXY
3.7872525,3.3144978,0.574387,0.000184488,-0.2226731,0.5343279,2.507101,7.762522,13.12787,GALAXY
3.8143258,3.3957806,0.3394521,8.40E-05,1.580697,1.930835,9.543348,17.50287,25.7974,GALAXY
3.7752581,3.183688,0.6833604,0.000212759,-0.02680429,0.2969648,1.515914,5.650778,9.432876,GALAXY
3.8159915,3.422083,0.3130262,8.44E-05,0.1368785,2.205753,10.0504,17.9408,25.21536,GALAXY
3.7276823,3.292607,0.5312999,0.000163568,1.143737,1.100059,4.108839,10.43727,16.94628,GALAXY
3.8380462,3.4351909,0.5747133,0.000178126,0.9740271,0.4520712,2.437707,7.150914,11.39146,GALAXY
3.753343,3.5544797,0.6398526,0.000174545,2.645424,0.5280889,2.686094,8.814724,14.36971,GALAXY
3.7868507,3.5220805,0.578303,0.000182372,0.1554955,0.3205305,2.111398,6.712783,10.86663,GALAXY
3.8480543,3.5296088,0.3113563,7.41E-05,0.991793,2.615577,11.12215,20.46461,30.92561,GALAXY
3.8473152,3.6369585,0.5598786,9.82E-05,0.7235628,1.55418,6.958757,17.618,26.14736,GALAXY
3.8579623,3.4219073,2.755631,0.000370675,3.326401,5.253861,6.163016,5.668332,6.051102,QSO
3.8384832,3.6635541,0.5602875,0.000161382,0.09710909,0.5816273,3.429889,9.995894,15.47431,GALAXY
3.7870053,3.7008833,1.287967,0.1907333,0.7629201,0.718648,2.309089,5.128592,6.417841,QSO
3.6746515,2.5952929,0.3350917,7.90E-05,-0.1006211,3.432887,16.29635,27.55939,38.19901,GALAXY
3.7068067,2.6437155,0.2395103,4.15E-05,3.925236,8.882251,30.92918,47.92331,63.88014,GALAXY
3.6739061,2.9961319,2.646291,0.000411127,2.18196,4.021315,4.415806,4.563882,4.235252,QSO
3.7141762,3.3717778,0.1955549,3.99E-05,1.324895,8.726233,29.44551,48.85546,70.67082,GALAXY
3.7398373,3.4404353,0.5774063,0.000225979,0.2486575,0.6508197,2.903611,8.25444,13.47742,GALAXY
3.6900263,3.4381979,0.5736812,0.0002084,-2.187864,0.3761883,1.733236,5.738882,8.741776,GALAXY
3.7187972,3.533991,0.5614794,0.000190833,-0.6614172,0.4501567,2.240687,6.523433,10.76099,GALAXY
3.7035852,3.6639777,0.5771034,0.000198735,0.7622911,0.267902,1.252323,4.287222,6.693071,GALAXY
3.6931426,4.8976069,0.5885965,0.000177716,-0.9895574,0.6961138,2.504015,5.55978,8.710045,GALAXY
3.73553,4.866829,0.4706836,0.000130833,2.447217,1.001628,5.208344,11.24581,16.71527,GALAXY
3.7322335,3.9409528,0.525328,0.000124275,-1.23766,1.190496,5.129764,12.57993,20.97269,GALAXY
3.7759679,4.0448956,3.159624,0.000781487,2.032583,5.69262,7.834752,9.204912,8.978347,QSO
3.681339,3.8777309,0.4062972,7.57E-05,2.600503,1.743187,8.852789,16.5214,24.82871,GALAXY
3.7366989,3.8602004,0.5264103,0.000111073,0.4313309,1.174738,4.359639,9.293988,14.37275,GALAXY
3.7544832,3.8299884,0.1770662,3.40E-05,1.944118,8.000238,26.32672,44.95764,67.0294,GALAXY
3.683552,3.7275571,0.5259077,0.00017343,-0.2582472,0.7459246,3.175666,7.851387,13.15552,GALAXY
3.7105945,3.7148041,0.312726,8.26E-05,2.73372,2.257608,8.236952,14.08776,21.51377,GALAXY
3.7406319,3.8097245,-4.36E-05,0.000218866,3.628017,4.030406,4.708863,4.762033,4.989747,STAR
3.7938032,4.9692014,0.4692398,0.000197827,0.5266901,1.074747,4.267066,8.495025,12.78534,GALAXY
3.8112546,4.7730151,0.3243269,5.54E-05,0.4377656,3.853379,18.0577,30.36975,41.02612,GALAXY
3.7786586,4.9282765,0.6780701,0.000260294,1.450779,0.3748235,2.154541,7.184006,11.73127,GALAXY
3.7191732,4.6379678,0.5062,0.000120151,0.2178257,0.7042691,3.946486,9.147338,14.37309,GALAXY
3.8453288,4.9677346,0.4170071,8.70E-05,0.6599373,2.321545,11.43109,21.21502,30.79642,GALAXY
3.7605335,4.517702,0.8792132,0.000194275,9.613199,11.51054,13.33371,12.09898,13.64018,QSO
3.7670013,4.6129798,0.4297131,8.46E-05,-0.1129329,1.926457,9.170321,16.75387,23.92673,GALAXY
3.8494586,4.0940554,0.6180601,0.000211616,0.2918364,0.4860539,2.276657,6.506463,10.89966,GALAXY
3.8749941,4.0119326,0.5329906,0.000162882,-1.69903,0.5318974,2.8925,7.693178,11.95794,GALAXY
3.775393,4.1432874,0.5234552,0.000169881,0.2655013,0.5866529,3.319772,8.727,14.48767,GALAXY
3.8168467,3.971315,0.4861384,0.000101698,-1.100826,1.122668,4.550112,8.917403,14.05856,QSO
3.7929849,3.9010292,0.6204072,7.86E-05,-0.863248,0.8345731,2.563733,6.126258,8.854539,QSO
3.78837,3.8435934,0.4110805,0.000134597,3.465401,1.280458,6.61233,12.84884,19.9899,GALAXY
3.7725913,3.8741078,0.7137069,3.47E-05,0.05320518,0.8219669,2.602044,6.345953,10.37603,GALAXY
3.8250565,4.1232649,0.01381195,1.22E-05,5.792401,8.60571,11.67535,13.48798,15.67167,GALAXY
3.8487989,3.9525712,0.6569312,0.000206171,-0.9363539,0.2399335,1.405232,4.577569,7.546729,GALAXY
3.8994306,3.9668015,0.5683134,0.000198315,-0.3306123,0.7205756,2.528418,6.437218,10.71064,GALAXY
3.8937703,3.929393,0.1647998,5.22E-05,2.008944,5.016181,13.45361,20.26593,28.00152,GALAXY
3.8455432,3.7181326,0.4899393,0.00016818,0.5203178,1.01734,4.214421,9.390351,14.87087,GALAXY
3.8981436,3.7237514,0.5572091,0.000188763,-1.085814,0.5788738,2.51607,6.28933,9.640394,GALAXY
3.8957201,3.881137,-5.38E-05,1.53E-05,23.77657,39.46322,53.76616,60.16145,63.14927,STAR
3.8818801,5.0191532,0.4244884,0.000134301,0.726771,1.266642,5.230617,9.450232,14.12681,GALAXY
3.931883,4.8750194,0.1031832,1.91E-05,5.478229,22.70152,55.06995,78.3988,104.9699,GALAXY
3.868195,4.6855976,0.4723172,0.000217048,0.2857543,0.797475,2.966796,5.566222,8.300723,GALAXY
3.9307739,5.1572096,0.4175362,8.73E-05,0.03165412,2.445031,13.08072,24.48831,36.05443,GALAXY
3.918844,4.9820255,-0.000666643,8.83E-05,1.653013,4.480673,4.208269,3.66713,3.483201,STAR
3.869924,4.8356537,0.3111817,0.000107822,1.113454,2.523324,9.012756,15.3146,23.41061,GALAXY
3.9123273,4.7926533,0.2340662,3.60E-05,0.6526333,8.502125,29.72531,45.1425,59.54155,GALAXY
3.9216047,4.64583,0.6045924,0.000146443,1.786909,0.7110674,3.439184,9.718965,15.39599,GALAXY
3.8370777,4.416991,0.1529417,1.71E-05,6.699269,21.89105,68.15491,109.1419,154.8378,GALAXY
3.9407624,4.3948953,0.3532884,9.00E-05,0.3128071,2.013851,9.497804,16.01486,23.01399,GALAXY
3.9287083,4.0385885,0.6771279,0.000144362,8.163784,9.949612,9.265689,8.7305,8.776552,QSO
3.9263151,4.0759766,3.265257,0.0004774,1.743293,4.153231,6.002553,6.521813,5.997281,QSO
2.5614027,0.87934395,0.5489422,0.000120993,-0.2105149,0.4625163,2.516232,7.018761,10.90189,GALAXY
2.5428449,2.367592,0.3798557,0.000144427,0.2703343,0.8944209,5.037943,8.769357,12.71726,GALAXY
2.4969227,2.7462372,0.5369209,0.00013684,0.8312805,0.9999667,4.339659,9.219503,13.77896,GALAXY
2.5477173,2.8771682,2.330195,0.000185086,9.594663,16.51977,17.37674,18.7031,23.5173,QSO
2.5559552,2.9671877,0.1579051,3.28E-05,4.405799,10.12397,30.15962,48.26421,70.77549,GALAXY
2.5224799,3.2442555,0.5649066,0.00016919,0.6571594,0.5122873,2.781862,8.19978,13.70561,GALAXY
2.4440149,3.2071858,0.6336504,0.000155827,0.6474517,0.5821446,3.032815,8.8441,14.95298,GALAXY
2.5260111,3.5166381,0.5903829,0.000276106,1.504523,0.6598366,2.583094,7.059741,12.57513,GALAXY
2.4756057,3.5568086,0.4909182,0.000128055,-1.12565,0.7293057,3.66621,8.858844,14.529,GALAXY
2.4786821,3.6033839,0.04405524,1.20E-05,17.2256,51.43592,109.2846,157.2612,217.0828,GALAXY
2.4473468,3.5358031,0.4742499,0.000105623,0.06156924,0.9752976,5.506271,12.59001,20.28667,GALAXY
2.4901901,3.6679073,0.5597011,0.000190991,0.3156583,0.5287909,1.900035,4.698083,8.578137,GALAXY
2.4308796,3.5412944,0.6574258,0.000249929,0.6284555,0.2564118,1.344671,4.39166,7.75424,GALAXY
2.4286666,3.6885209,0.5664078,0.000166026,0.4944004,0.5661843,3.31338,9.005189,15.00007,GALAXY
2.4302508,3.600413,2.418633,0.000290842,1.768591,3.619438,3.371269,3.365946,4.221075,QSO
2.4870456,3.7254946,0.4887115,0.000173254,0.4371235,0.4702947,2.412336,5.63451,9.654493,GALAXY
