ra,dec,z,zErr,spectroFlux_u,spectroFlux_g,spectroFlux_r,spectroFlux_i,spectroFlux_z,class
5.6020364,7.5180815,0.6046445,0.000220989,0.9946017,0.2140219,1.749127,5.850176,10.20084,GALAXY
5.6412836,7.3514132,0.07072284,1.32E-05,4.609384,17.82632,50.75508,87.42032,133.4054,GALAXY
5.6012621,7.9901642,0.7969378,7.52E-05,1.273755,0.8367728,1.978177,4.066956,6.534268,GALAXY
5.6787583,8.5797633,0.4328207,0.000103022,-0.1898329,0.9238483,5.722653,12.07146,18.44823,GALAXY
5.5637128,8.6144362,2.701998,0.000185901,14.72975,25.81127,32.94062,34.84953,39.32073,QSO
5.6647872,8.3415949,0.6468815,0.000196822,-0.5014617,0.2993651,1.855503,5.700561,9.568213,GALAXY
5.7413168,8.2611557,0.4855435,0.000124926,0.2641614,0.8455359,4.616508,10.75463,16.49694,GALAXY
5.7319896,7.6984491,0.5808946,0.000154012,0.7200332,0.4630029,2.093395,5.911668,10.09334,GALAXY
5.6594708,8.3482574,0.6447471,0.000183426,-0.2957305,0.4590833,2.209466,8.074502,16.34632,GALAXY
5.7023776,7.9502647,0.1296513,1.66E-05,6.600046,24.69757,68.1829,101.8982,145.6476,GALAXY
5.7073599,8.4232394,0.5628924,0.000169168,0.2395133,0.5274639,2.224674,5.984054,10.14944,GALAXY
5.673184,7.6708571,0.9017906,0.000255742,5.014158,5.793166,6.653265,6.191116,7.827699,QSO
5.723709,7.9015225,2.478617,0.00043566,5.401181,6.187172,7.221602,7.472949,10.60745,QSO
5.6502765,8.2324699,0.6454785,0.000176135,0.5755262,0.6475647,1.791061,4.943768,9.314526,GALAXY
5.7445085,8.0918563,1.906232,0.0014644,3.051229,3.430542,3.988537,4.786756,5.378823,QSO
5.7138127,8.2241184,0.05706489,1.33E-05,3.837974,14.9521,43.28304,78.55902,126.6926,GALAXY
5.7408431,8.6300507,0.2449636,2.78E-05,1.783541,8.338428,37.06316,64.64947,96.43765,GALAXY
5.7083871,8.6018294,0.6222016,0.000148036,-0.5811538,0.4343614,2.347188,7.335556,11.72652,GALAXY
5.7469504,8.8038976,-9.99E-06,5.20E-05,1.551464,4.069814,9.576608,18.83274,29.75289,STAR
5.7228377,8.7827971,0.6234525,0.000212956,0.1313288,0.4803311,1.657518,4.075555,5.932096,GALAXY
5.6819088,8.7697689,0.3804218,8.57E-05,-0.3779191,0.9883783,5.689811,10.95404,16.75331,GALAXY
5.6927226,8.88721,0.4856685,0.000132192,0.5788038,0.620754,3.348884,7.4264,10.85815,GALAXY
5.7183384,8.8068901,0.3778558,8.31E-05,0.06353268,1.364526,7.950598,15.05177,22.51312,GALAXY
5.7275891,8.9281468,0.4868884,6.14E-05,0.6386914,0.7581196,2.704721,5.288849,7.624932,GALAXY
5.5962642,8.4999615,0.278512,6.02E-05,0.0274373,0.8167819,3.317631,6.765451,11.27256,GALAXY
5.5682116,8.1565876,0.400627,9.44E-05,0.4220299,1.148992,6.97377,13.88106,21.75538,GALAXY
5.5760675,7.9106941,-2.62E-05,0.000121889,4.027527,4.588545,3.719284,3.115815,2.263039,STAR
5.6488835,8.4560766,0.5610307,8.49E-05,0.7801613,0.8983629,4.99039,13.69955,21.82437,GALAXY
5.618255,7.7720033,-0.000370875,3.74E-05,1.417431,2.85369,4.886281,6.170331,7.270742,STAR
5.6569142,8.4895943,0.5615411,0.000152072,0.2420191,0.3106031,2.049565,6.299223,10.66009,GALAXY
5.5837054,8.1950019,0.4865629,0.000104269,0.1296203,0.8220747,5.003799,11.85363,18.57276,GALAXY
5.6064734,8.0535779,3.331987,0.000156581,3.474889,9.348313,15.20213,16.30702,16.80469,QSO
5.5317846,8.2297328,0.4671371,0.000112847,0.3661866,0.8795704,3.924878,7.99103,13.08522,GALAXY
5.5822003,8.3048652,0.4365143,8.00E-05,0.03998571,0.8686584,4.948923,10.49426,16.61637,GALAXY
5.6123263,7.6979391,-0.000914422,1.47E-05,9.270802,18.79756,26.49023,28.475,28.93204,STAR
5.5594767,7.750691,0.6338909,0.000156529,2.119825,1.541862,4.043165,8.033562,11.90541,GALAXY
5.635783,7.6328113,0.5158766,8.90E-05,0.8407757,1.121187,4.605803,9.78313,14.82538,GALAXY
5.5842272,8.3226833,0.2685035,5.62E-05,0.7526255,2.304655,9.997185,17.43558,25.92304,GALAXY
5.5358967,8.4639264,0.3935921,0.000124655,0.1014918,0.6439645,3.424289,6.369232,9.807858,GALAXY
5.6075038,8.2380855,-0.000424287,1.62E-05,14.57312,25.59278,34.28124,39.1498,42.03818,STAR
5.5550833,8.939713,0.6239599,0.000212814,0.1753742,0.2787335,1.914516,6.280122,9.327997,GALAXY
5.5698083,8.5383682,0.993187,0.000725548,5.997702,6.19591,7.856788,6.927794,6.947796,QSO
5.560284,8.6167547,0.4571892,0.000107941,-0.2048144,0.944662,5.743551,12.70233,19.72298,GALAXY
5.6545751,8.6623213,0.0925442,1.36E-05,5.594905,22.66517,62.13359,96.73464,140.9328,GALAXY
5.5986307,8.8319581,0.6962834,0.000231723,0.9158278,0.3070925,1.691441,5.636403,9.828783,GALAXY
5.6216508,8.8301208,0.5343764,0.000164122,0.1581645,0.5720936,3.029028,7.540664,12.08772,GALAXY
5.6394414,8.5403631,2.180437,0.00052124,5.963523,6.71507,7.649429,7.730598,8.995028,QSO
5.5855012,8.6578859,0.4566304,0.000123078,0.3650209,0.7832494,4.207703,8.892216,13.57477,GALAXY
5.5282956,8.814907,0.6891098,0.000231371,-0.5497522,0.2254589,1.319452,4.564702,8.68577,GALAXY
5.5170946,8.6481905,0.17406,2.27E-05,2.865834,10.60386,37.9576,63.95558,95.45015,GALAXY
5.5255243,8.7517159,0.3875448,7.42E-05,0.7107828,1.451367,7.784539,14.5019,22.32264,GALAXY
5.549484,8.7286623,0.6055952,0.00028476,0.2025337,0.2025017,1.399017,4.103432,5.999285,GALAXY
5.5286144,9.0277193,0.6160868,0.000132532,0.6892415,0.4620199,2.251242,6.90699,11.51499,GALAXY
5.57826,8.8645127,0.9289398,0.000187189,11.28036,11.93219,15.12486,14.75358,18.82631,QSO
5.5471031,9.0270599,0.443734,1.14E-05,3.396227,2.58286,2.8531,6.53027,2.438164,GALAXY
4.2237739,5.8134587,0.1184366,1.64E-05,7.24807,23.23194,66.03435,109.0277,158.8286,GALAXY
4.4579412,5.8376025,0.451506,0.000128492,0.340547,0.9767967,5.175845,10.63025,16.35271,GALAXY
4.3581467,5.6187847,0.2277547,4.63E-05,0.8533301,5.243898,21.72511,37.14711,53.99888,GALAXY
4.4616063,6.2116919,0.5253763,0.000175779,-0.370513,0.7550582,3.600781,9.301843,14.59576,GALAXY
4.4657855,6.2351623,0.412572,9.80E-05,-1.692342,1.383771,6.944546,13.06227,19.42513,GALAXY
4.3077373,5.4694494,0.4720509,0.000220208,-0.9067838,0.3727641,2.761806,7.565944,12.92931,GALAXY
4.4294761,5.0575934,2.773115,0.000519206,2.967421,6.461809,7.932903,8.296488,11.28797,QSO
4.410566,5.2586171,0.4252509,7.60E-05,-0.5391181,2.092315,13.41928,27.75776,43.07908,GALAXY
4.3028396,5.3405788,0.4306034,0.00016203,-0.6958503,0.8591652,4.568162,10.05336,16.20637,GALAXY
4.3019111,5.4237284,0.4292508,0.000156963,-0.1044849,0.8620604,5.953905,12.40841,17.38877,GALAXY
4.3652339,5.4729717,0.2271657,4.55E-05,1.349512,7.071918,28.43031,48.8112,71.74857,GALAXY
4.3887765,5.852057,0.4479368,0.000166261,-0.7347064,0.8123096,4.795619,10.48136,17.71245,GALAXY
4.3680202,5.9135025,-0.001176645,0.000379584,1.581526,2.894403,3.175403,2.847873,3.426527,STAR
4.3210931,5.7042109,0.4452374,0.000177796,0.2209404,0.9267759,5.252021,11.31773,17.79356,GALAXY
4.4096584,5.7851293,0.2357616,4.08E-05,1.292229,6.661065,28.94387,50.43903,73.6094,GALAXY
4.4363762,5.8561761,0.447671,0.000351631,-0.0785245,0.5241029,2.981276,6.134441,10.31177,GALAXY
4.4195297,5.8428831,0.4485661,0.000143458,1.890903,1.162712,6.456071,14.07728,22.8477,GALAXY
4.4302389,5.6728002,0.5034183,0.000249101,0.6071296,0.542055,3.006156,7.668288,13.67135,GALAXY
4.4104672,5.8586327,0.6376057,0.000225738,0.407696,0.4408037,2.196464,6.771892,12.30921,GALAXY
4.3799888,5.5486544,0.2316487,4.62E-05,2.326341,6.075854,27.80696,49.54034,72.59021,GALAXY
4.2905744,5.6367536,0.4859293,0.000241208,0.5211636,0.535129,3.915868,8.905567,15.09718,GALAXY
4.4170119,5.717937,0.4242776,0.000103931,0.3706247,1.078955,6.563907,12.91192,19.82276,GALAXY
4.401545,5.5160846,0.448547,0.000132461,-0.1578418,1.42843,6.681395,14.0712,23.04684,GALAXY
4.2253753,6.7979548,0.4845033,8.91E-05,0.1047983,1.555782,8.758737,19.93355,29.28508,GALAXY
4.270519,6.75316,0.08404271,1.58E-05,5.851897,35.40249,95.29468,141.3229,191.581,GALAXY
4.2350432,6.7722593,0.3154953,5.94E-05,-0.2634307,3.385955,16.74715,27.82711,36.82012,GALAXY
4.2941081,6.9320862,0.4864356,0.000181213,0.09057197,1.075191,5.186098,10.6936,15.28236,GALAXY
4.307074,6.914597,0.1090531,2.30E-05,4.615925,23.97687,71.10368,110.4281,158.0605,GALAXY
4.2855976,6.9657783,0.08492501,1.14E-05,9.91578,56.54507,161.0676,249.0037,346.0181,GALAXY
4.2398767,6.6926793,0.2723482,4.74E-05,-0.06112472,5.659458,26.07402,43.3833,60.79964,GALAXY
4.3317342,7.0221699,0.5799868,0.000112496,5.422503,9.072806,9.95438,12.45384,13.87444,QSO
4.2456201,6.8632203,0.08385286,1.25E-05,8.575234,46.75736,127.5778,189.5525,256.6474,GALAXY
4.3607083,7.1083818,0.5437312,0.000106925,1.569111,1.999635,6.943311,16.68172,26.45604,GALAXY
4.3518842,7.0739346,0.1653703,2.28E-05,1.28757,18.78962,67.41058,106.3972,147.7072,GALAXY
4.2128752,7.1105149,0.5007795,0.000173938,-0.3744838,0.9698651,4.920146,10.74042,15.45812,GALAXY
4.3429905,7.1918645,0.3128721,3.85E-05,0.6993504,7.395875,33.3807,55.89766,77.112,GALAXY
4.3627055,7.2905136,0.6162561,0.000222943,-0.3907501,0.5236843,3.0367,9.047193,13.7793,GALAXY
4.2578813,7.2745324,0.3171944,4.76E-05,0.9430072,4.943372,24.12859,41.14558,56.94582,GALAXY
4.2160079,6.8701909,0.1070663,1.82E-05,5.617331,34.95565,103.8426,158.8515,226.8818,GALAXY
4.231694,7.5849555,0.08435487,1.45E-05,5.661716,32.47855,101.7383,172.0322,261.8099,GALAXY
4.3756954,7.3168362,0.2735247,3.91E-05,-0.2505762,5.754901,26.22241,45.05161,64.70073,GALAXY
4.2110964,7.5023128,3.161498,0.000413108,-0.516542,3.008722,4.590784,5.193637,6.313361,QSO
4.290102,7.5466694,0.2769992,6.21E-05,-0.4867766,1.702133,4.920327,8.585388,13.40631,GALAXY
4.4687287,7.9733721,0.4007095,5.76E-05,-0.1713623,1.7909,11.13673,22.11756,34.84359,GALAXY
4.4582916,8.1137362,2.871537,0.001595758,0.3196903,0.2940336,0.5114293,0.4827044,-0.02283541,QSO
4.4312686,8.7177384,0.9747682,0.000165892,3.075462,3.109916,4.681064,5.349298,6.47634,QSO
4.4527682,8.9952794,0.4032896,6.61E-05,0.2952375,1.251265,7.644328,15.23218,24.28632,GALAXY
4.3667915,7.9722632,0.5498312,0.000107299,-0.07634547,0.4438853,2.630534,7.435537,12.54536,GALAXY
4.3388398,7.9034375,0.4420435,8.97E-05,-0.184925,0.5297726,3.758804,8.106755,13.01006,GALAXY
4.2534313,8.0541236,0.6260952,0.000202637,-0.09199215,0.1707219,1.172471,4.043101,6.75272,GALAXY
4.3970619,7.8678058,0.493476,0.000139406,-0.08059295,0.3738491,2.306834,5.889445,10.45584,GALAXY
4.4391854,8.3263119,0.337124,5.39E-05,-0.1575974,1.525789,10.26012,19.95024,31.53987,GALAXY
4.3175979,8.2140941,0.2390677,3.82E-05,0.2415463,0.7692724,3.049291,6.439277,11.24212,GALAXY
4.4755618,8.3122095,0.140688,1.11E-05,1.437413,3.381874,7.09989,11.64245,14.55045,GALAXY
4.2710731,8.1346312,0.341136,3.35E-05,0.1389999,0.2936147,1.502184,2.784387,4.80726,GALAXY
4.464476,8.3259734,0.1626288,3.16E-05,0.5945123,4.048024,15.20355,26.906,42.03716,GALAXY
4.3114189,8.2628928,0.610991,0.000180178,0.4471542,0.3141798,1.565771,4.792471,8.468328,GALAXY
4.3971882,8.3334527,0.6116078,0.000149112,0.6898487,0.4031465,2.177391,6.313588,11.18306,GALAXY
4.2415859,8.3767,0.3170632,4.26E-05,0.2791979,2.163101,12.51856,25.68618,42.06728,GALAXY
4.2853754,8.2533127,0.3172188,5.57E-05,-0.2098377,0.6059953,1.965033,3.155074,4.538088,GALAXY
4.3719458,8.4183124,1.928474,0.000611547,1.454744,2.059473,3.482424,5.336485,6.352587,QSO
4.2817295,8.2768923,0.4902475,0.000138901,0.3107575,0.4639533,2.876017,7.042476,11.7676,GALAXY
4.2110652,8.4977031,0.00011441,0.000172654,1.319174,2.447469,2.94558,2.92713,2.25042,STAR
4.4134674,8.6879129,0.6396026,0.000176751,-0.1641447,0.2014011,1.462219,5.177045,8.900705,GALAXY
4.38533,8.637098,0.4218267,0.000189457,-0.08666086,0.2058601,1.737362,3.889697,6.813118,GALAXY
4.3224962,8.6093346,0.4725813,9.98E-05,0.1277267,0.5952486,3.430479,8.212272,13.83223,GALAXY
4.3154449,8.5624941,0.08903376,1.60E-05,2.724149,15.02272,49.47808,87.40584,143.407,GALAXY
4.2680595,8.6236452,0.2081196,2.30E-05,1.87853,7.495233,30.22382,52.91437,81.39715,GALAXY
4.2324073,8.734592,0.4133731,0.00010602,0.3067209,0.6591945,4.252039,9.489035,16.92546,GALAXY
4.2256486,8.6887324,0.8409511,8.53E-05,0.2094109,0.6064624,1.321375,3.545538,6.278659,GALAXY
4.4107464,8.8021307,0.5515099,0.000105088,0.682466,0.4806837,2.529522,7.296401,12.49687,GALAXY
4.2731558,8.8324511,0.08767074,1.63E-05,3.8276,18.73594,59.71118,104.3799,169.4666,GALAXY
4.3843215,8.8375917,0.5753034,0.000169856,-0.08918338,0.4357969,1.787639,5.089499,9.329667,GALAXY
4.2194945,9.0333297,0.2214547,1.72E-05,0.8910584,2.511731,6.383176,10.57071,15.02013,GALAXY
4.2420961,8.9405314,0.3623817,4.45E-05,0.48792,1.668916,9.842945,18.86517,30.12629,GALAXY
4.3383756,9.0593041,0.4025961,7.65E-05,-0.3479095,0.9122664,5.662999,11.83182,19.44722,GALAXY
4.2603904,9.780257,0.283162,9.57E-05,-0.4120042,0.8152962,5.047025,10.64332,18.14025,GALAXY
4.2527957,9.6763226,0.2341916,6.07E-05,0.6086789,1.38711,7.925245,17.58926,31.56822,GALAXY
4.2753247,9.5761816,0.3918793,0.000114584,-0.8530484,0.3745989,2.58495,5.867538,10.42289,GALAXY
4.2240415,9.1697336,0.4879302,0.00019008,-0.1735685,0.2639564,1.842333,5.144612,9.536103,GALAXY
4.2235825,9.3132908,0.4331896,0.000261769,0.5438977,0.1864634,1.546832,3.894701,6.947702,GALAXY
2.9880791,9.4395073,0.5557339,0.000151516,-0.7860822,0.2591585,1.906257,5.989841,10.13922,GALAXY
3.0174153,9.6440158,0.3566419,7.04E-05,1.146737,1.246509,7.298019,13.69169,21.79716,GALAXY
2.9639601,9.4356282,0.4777787,9.63E-05,-0.101006,0.7501721,4.697296,11.18015,18.79871,GALAXY
3.0343977,9.1218278,0.4078419,7.47E-05,0.04384353,1.181246,7.219416,14.74736,24.17694,GALAXY
3.0619525,9.3357276,0.5402004,0.000101452,0.5790456,0.5782949,3.728348,10.85114,19.33498,GALAXY
3.0079439,9.3093576,0.3628875,6.77E-05,-0.6507226,0.5393071,2.973193,5.843901,10.15206,GALAXY
3.0190762,9.5347157,0.1616994,2.37E-05,2.657271,11.85096,40.30964,67.37896,103.8163,GALAXY
2.9964527,9.0896259,0.000120825,6.32E-05,1.997896,3.134865,5.346421,6.765515,8.18403,STAR
3.0530081,9.0631379,0.559868,0.000322088,-0.3135114,0.2586456,1.376949,3.80751,7.666667,GALAXY
3.0017866,9.0724107,0.3693872,7.49E-05,0.2362011,1.093931,6.99644,13.57035,22.11952,GALAXY
3.0410441,9.0470369,0.7930894,6.03E-05,21.27613,28.30228,38.21292,38.46151,52.76831,QSO
3.043529,9.9902695,0.571281,0.000164799,1.234303,1.10549,3.219019,6.565977,10.86075,GALAXY
3.0941496,9.840387,0.4799522,0.000109037,-0.339906,0.5657198,2.933297,6.791819,11.67031,GALAXY
3.064328,9.7158982,0.6026492,9.00E-05,-0.1405649,0.7903348,3.876257,9.296602,15.25431,GALAXY
3.1004796,9.964696,0.4816576,0.000169625,0.2915192,0.3789119,2.186957,4.811821,7.825108,GALAXY
3.1070585,9.935523,0.4802832,0.000108197,-0.8112503,0.5897064,3.995689,9.331752,15.00345,GALAXY
2.9944796,9.8944253,0.7279484,0.000160814,0.4891912,0.09015567,1.204213,4.664721,8.84668,GALAXY
3.0499005,9.9157678,0.2034523,2.88E-05,0.6846458,1.236815,4.460326,8.608046,13.64254,GALAXY
3.0915563,9.8165538,0.1700032,1.99E-05,2.911751,12.72265,45.62345,76.9809,116.9104,GALAXY
3.03661,9.6530652,0.6301038,0.000137014,-0.006471538,0.3232796,2.402701,7.401172,12.99253,GALAXY
3.0133494,9.8665686,-0.000378525,2.89E-05,4.623374,8.050815,10.90686,11.93911,12.21079,STAR
3.0722974,9.6424041,1.49E-05,7.74E-06,56.26085,104.7269,158.0329,187.2261,208.7618,STAR
3.065644,9.4386666,0.1692182,2.21E-05,2.94875,10.24755,35.60363,58.9291,89.72449,GALAXY
3.0866261,9.4504456,0.7955748,5.50E-05,15.01761,22.25299,32.74168,38.86792,54.8958,QSO
3.0923222,9.2877101,0.4062475,0.000170948,-0.1350895,0.5230767,2.922902,5.835496,9.609162,GALAXY
3.0981947,9.3054183,0.1680745,2.51E-05,2.148608,8.294133,29.89511,50.64658,75.45957,GALAXY
2.985857,9.2903077,0.000108628,0.000118008,0.1314839,0.5791757,1.411654,3.561023,6.903533,STAR
3.1043979,9.5087455,0.1115665,1.87E-05,5.454247,20.42745,57.24302,88.96894,133.3084,GALAXY
3.0789807,9.297498,0.3897089,6.43E-05,0.3124622,1.866576,10.38256,20.12815,31.62495,GALAXY
3.0337359,9.6457073,0.5715712,0.000259592,0.2485953,0.5522971,1.972939,5.051369,8.768632,GALAXY
3.0324349,9.7889511,4.750528,0.000193744,0.06216101,0.2255353,2.493012,11.25514,12.08476,QSO
3.0582888,9.9392577,2.348874,0.00061188,13.12672,20.52406,26.11253,29.50119,39.30844,QSO
2.8856467,9.4389629,2.242297,0.000618407,0.7672127,1.475791,1.709311,2.18787,4.500927,QSO
2.8995431,9.8221867,0.5020124,0.00017061,0.138459,0.5565123,2.505014,6.069431,10.61823,GALAXY
2.9954046,9.8969663,0.3556238,8.92E-05,0.5705446,1.355017,7.199471,14.0536,22.76542,GALAXY
2.8920234,9.5484606,0.3908535,7.50E-05,0.5174454,1.493262,7.985521,15.00302,23.16636,GALAXY
2.9792323,9.8182503,0.5001504,8.73E-05,0.3635209,0.9447833,5.239501,12.92326,21.7512,GALAXY
2.8459032,9.9852499,0.5443394,0.000132282,0.08622398,0.5196143,2.949566,7.586056,11.78105,GALAXY
2.8981809,9.8031032,2.121314,0.001362188,1.998246,2.229156,3.230394,3.744207,4.349606,QSO
2.8597297,9.9372304,0.498791,0.00014192,0.01653833,0.5697021,3.085166,7.648102,12.46955,GALAXY
2.9670855,9.9522582,0.6789014,0.000183656,3.168495,3.775058,4.485249,5.822615,7.178334,QSO
2.8565275,9.3526674,0.658311,0.000209355,0.03038813,0.4246912,2.019155,5.871671,10.17773,GALAXY
4.2551922,9.1966306,0.4665528,0.000137526,-0.0493215,0.3598071,2.957739,7.666117,13.51551,GALAXY
4.4134312,9.7070818,0.546963,0.000134872,0.02086361,0.3286614,1.885656,4.950711,8.526072,GALAXY
4.4028106,9.8940572,0.4286927,0.000193279,-0.06481136,0.5407435,3.134911,7.12851,12.24219,GALAXY
4.3341093,9.6783055,0.7384247,0.00017278,0.472686,0.2524064,1.326838,4.695205,7.467351,GALAXY
4.4232404,9.8410629,0.360858,0.000138306,-0.4997667,0.5345914,3.420681,6.804311,11.06131,GALAXY
4.3724152,9.8345575,0.3627907,0.000103592,0.365042,0.7185389,4.777593,9.94741,16.65721,GALAXY
4.4588866,9.6448921,0.4335939,9.16E-05,-1.08694,0.6502547,3.518934,7.201428,11.89344,GALAXY
4.2959514,9.7387949,1.19459,2.51E-05,0.2292244,1.410157,3.821645,5.919293,7.480824,QSO
4.2517716,9.5978347,0.0930419,1.81E-05,-0.03313077,0.6249884,1.28848,2.080952,2.33458,GALAXY
4.315218,9.7410186,0.3630042,8.10E-05,0.1525798,0.8098381,5.813706,12.66456,21.62374,GALAXY
4.303172,9.5543904,0.5175219,0.000157816,-0.2690626,0.3192604,1.936005,4.197591,7.262985,GALAXY
4.305054,9.336622,0.3617276,0.000105374,-0.803623,0.4102712,3.5398,8.211983,14.91218,GALAXY
4.3816718,9.5617036,0.4644189,0.00017331,0.2187039,0.4997088,2.461622,5.667526,10.2902,GALAXY
4.4739906,9.5598764,0.5446762,8.40E-05,0.9107209,0.5262263,2.290074,5.056862,8.256684,GALAXY
4.3077232,9.4805464,0.5171027,0.000264615,0.4774804,0.2089713,1.411801,3.860943,6.552367,GALAXY
4.3996395,9.2919226,0.442277,0.000193593,0.1473263,0.2599574,1.988819,4.774979,8.352653,GALAXY
4.3460041,9.4775243,0.5423506,0.000153416,0.3924968,0.3468992,1.531207,3.426621,6.032473,GALAXY
4.3802977,9.2625922,2.195722,0.00042733,1.658235,2.141354,2.987877,4.06229,5.980909,QSO
4.3069788,9.5288535,0.4179203,4.52E-05,-0.3267568,0.3960302,1.663926,3.749596,6.534235,GALAXY
4.2731233,9.1789334,0.4320978,0.000146633,-0.9812429,0.5402992,3.718006,8.5067,14.94132,GALAXY
4.2878755,9.4120513,0.4289484,0.000129504,0.8182627,0.2014866,1.114589,2.307471,3.900625,GALAXY
4.2743187,9.2679183,0.1742116,5.81E-05,0.06649808,0.6098555,1.688304,2.977309,4.558,GALAXY
4.3315557,9.2007397,0.430253,0.000143921,-0.3450111,0.3841273,2.533,5.263108,8.801731,GALAXY
4.4519383,9.2115332,0.2371599,4.99E-05,0.5017312,0.6450797,1.972914,3.392317,5.405518,GALAXY
4.4147284,9.203059,0.4028974,9.41E-05,-0.08669621,0.5020054,3.514081,7.914741,14.28129,GALAXY
4.3875167,9.1359289,0.4319938,5.80E-05,-0.4766558,0.6659507,3.550187,7.505258,12.77812,QSO
4.4541903,9.237607,0.3810835,7.39E-05,-0.04486436,0.7439558,5.311757,11.11626,18.37785,GALAXY
4.4759712,6.8109656,0.4853829,0.000142649,0.4049802,0.7472203,3.474958,7.065726,10.95339,GALAXY
4.437124,6.75307,0.3723853,8.59E-05,0.3079388,1.808368,9.219244,16.00969,23.26058,GALAXY
4.4435209,6.8674075,0.1856847,6.90E-05,0.2752545,2.398294,6.257445,9.250486,12.34688,GALAXY
4.4639676,6.8401414,0.4266214,0.00011456,0.5558949,1.113821,5.824293,11.17578,16.81236,GALAXY
4.4517886,6.9928412,0.1371605,2.25E-05,5.397271,16.14602,42.95436,62.93462,86.41467,GALAXY
4.4730533,5.9424685,0.5292419,0.000138723,0.05905627,0.9675398,4.043069,9.181899,13.9356,GALAXY
4.4279732,6.0529451,2.198663,0.000731019,1.635848,2.035239,1.837738,1.874845,1.777388,QSO
4.382568,5.9640779,0.000152074,5.59E-05,-0.7273843,0.8405472,3.559234,8.895123,15.40822,STAR
4.3556058,5.9436422,0.4525883,0.000133849,0.6867562,1.328913,7.206621,14.498,22.00132,GALAXY
4.4503155,6.2577127,0.382993,0.000108611,1.268322,1.349383,7.038874,12.96089,20.15642,GALAXY
4.4383958,6.2772449,0.5169168,0.000117467,-0.1245432,0.7977635,3.844289,9.240413,13.88314,GALAXY
4.3991134,6.189117,0.5951879,0.000163855,0.6264232,1.292934,2.673927,4.762336,6.299451,GALAXY
4.4242848,6.4319389,0.6391479,0.000109636,0.3727249,0.9009551,4.13677,11.59291,17.60174,GALAXY
4.4053598,6.6543107,0.4128794,9.10E-05,0.8188481,1.5382,7.415892,13.46615,20.00578,GALAXY
4.4441776,6.4796434,0.4770388,9.22E-05,-0.6751573,1.364998,5.697643,11.3468,16.67226,GALAXY
4.3821913,6.6592165,0.4618303,9.39E-05,-0.04015131,1.675438,8.879353,18.96335,29.23846,GALAXY
4.2973514,6.2028972,0.4568393,0.000126299,2.347208,0.8610832,4.428121,8.420583,13.04988,GALAXY
4.475976,6.3883987,0.5932732,0.000122506,0.1714295,0.8101592,3.558667,8.369959,13.56808,GALAXY
4.4680279,6.6727805,0.5099345,0.000100337,0.6092345,1.222219,5.931353,13.49185,20.21817,GALAXY
4.4287276,6.5728195,0.4072222,8.70E-05,-0.1027934,1.507378,7.244534,13.02921,19.23639,GALAXY
4.4225646,6.7163333,0.5923022,0.000229254,0.7206668,0.4192938,2.128409,5.739091,9.011696,GALAXY
4.4259077,6.7756528,0.6029086,0.00013566,0.8900747,0.8816531,4.486989,10.49137,15.39557,GALAXY
4.3491543,6.8095895,0.3782533,8.63E-05,-0.1612519,1.663903,8.501385,15.05593,22.3116,GALAXY
4.4089111,7.0719303,0.4884429,7.33E-05,-0.386773,1.484807,6.169765,12.26848,19.7431,GALAXY
4.3255726,6.7931374,0.4201981,8.43E-05,0.2069215,1.505728,8.293954,15.46238,23.28481,GALAXY
4.3323822,6.9027337,0.7185597,0.000186983,0.1837495,0.2257492,1.771013,6.294529,10.95385,GALAXY
4.3611097,6.828687,2.300278,0.000516627,0.146672,2.814339,2.802561,3.127101,4.631862,QSO
4.362621,7.0815155,0.1656581,2.81E-05,2.515641,13.17464,41.61938,63.77836,90.0703,GALAXY
4.3513253,6.8490153,0.3561755,6.80E-05,1.647537,2.647666,12.43051,21.71161,31.75815,GALAXY
4.4257175,6.7980882,0.3742927,6.56E-05,0.6336559,2.501658,11.9005,20.1834,28.35966,GALAXY
4.3866545,7.0537323,0.7183897,0.000183384,0.7521083,0.313335,1.598544,5.124726,9.660384,GALAXY
4.328811,6.9953738,0.08629768,1.46E-05,6.646011,30.70146,78.3479,117.25,162.0573,GALAXY
4.4255961,7.1466595,2.238448,0.00062027,0.8597223,3.062686,2.951904,2.91174,3.80729,QSO
4.3813611,7.1194764,0.5407324,0.000180411,0.3568981,0.729926,2.822464,6.217769,10.34313,GALAXY
4.4009467,7.1385549,-0.001032354,1.31E-05,36.47847,78.32308,102.0251,108.3296,109.3073,STAR
4.4460668,7.2046416,0.8065825,0.00014672,-0.2844475,0.4553593,2.161873,7.015166,14.41487,GALAXY
4.4002158,7.2555887,0.4007604,7.48E-05,0.6417928,1.617907,8.224032,15.44085,23.76903,GALAXY
4.2874029,6.1310764,0.233873,4.52E-05,1.03402,9.19206,37.47799,59.76678,82.29118,GALAXY
4.2189156,6.0500269,0.4840622,0.000140449,-0.3339531,0.720882,3.970855,8.265455,12.12059,GALAXY
4.2247174,6.0236966,0.2654765,5.14E-05,0.9375248,3.85316,15.70555,25.35255,34.50252,GALAXY
4.2215728,6.1030285,0.4846353,0.000134083,0.2217357,0.9411173,6.122955,13.63091,20.49666,GALAXY
4.2987583,6.248208,0.2715178,4.72E-05,1.633971,4.981545,18.84895,29.16778,38.74573,GALAXY
4.3593335,6.5685099,0.5118462,0.000106746,0.03438487,0.7758836,3.54263,7.718466,11.8138,GALAXY
